"# Backoff Power Limit Table (unit is 1 dBm, resolution level is ?0.5 dBm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch76,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch80,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch84,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch88,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch92,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch96,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch100,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch104,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch108,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch112,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch116,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch120,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch124,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch128,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch132,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch136,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21
Ch140,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21
Ch144,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21
Ch149,60,60,60,60,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,21,21,21,24,21,21,21,21,21,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,24,24,24,24,24,24,24,24,24,24,21,21,21,21,24,21,21,21,21,21,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch153,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch157,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch161,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch165,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch169,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch173,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch177,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
Ch181,60,60,60,60,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,22.5,22.5,22.5,22.5,25.5,22.5,22.5,22.5,22.5,22.5,25,25,25,25,25,25,25,25,25,25,22,22,22,22,25,22,22,22,22,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,19.5,19.5,19.5,22.5,19.5,19.5,19.5,19.5,19.5
